ECODISTRIC,month,pe,precip,temp
790,4,30.97924,29.9,4.7
790,5,74.7226,50.5,10.7
790,6,109.02343,67.9,15
790,8,106.5488,39.6,16.7
790,9,64.23652,44,11.2
790,11,0,17.4,-3.3
790,12,0,19.4,-9.4
791,1,0,24.8,-10
791,2,0,16.1,-6.7
791,3,0,23,-1.8
791,7,123.27061,44.1,17.7
791,10,30.23819,17.3,6.1
791,4,32.23874,33.4,5.1
791,5,74.47902,53,10.8
791,6,109.77814,68.5,15.3
791,8,107.4035,44.2,17
791,9,65.2305,44.7,11.6
791,11,0,19.3,-2.5
791,12,0,20.7,-8.3
793,1,0,22.8,-8.5
793,2,0,15.2,-4.7
793,3,0,25.7,-0.7
793,7,123.54639,42.7,18.1
793,10,35.02406,16.2,7.3
793,4,33.77629,35.6,5.5
793,5,74.07799,52.3,11
793,6,109.2313,66.5,15.5
793,8,108.16379,45.6,17.4
793,9,66.24005,41.1,12
793,11,0,17.6,-1.2
793,12,0,21.5,-6.6
797,1,0,19.8,-8.7
797,2,0,12.4,-5.2
797,3,0,23.5,-1.7
797,7,118.91373,36.7,17.1
797,10,34.47987,17.4,6.6
797,4,27.69425,37.2,4.1
797,5,68.39876,62.2,9.8
797,6,101.96595,71,14.1
797,8,106.34975,45.5,16.8
797,9,65.48757,42.3,11.3
797,11,0,16.9,-1.5
797,12,0,21.5,-6.9
798,1,0,20.6,-11.2
798,2,0,12.5,-7.5
798,3,0,20.1,-3.3
798,7,118.61385,58.7,16.6
798,10,30.27623,17.4,5.7
798,4,28.48227,29.9,4.1
798,5,72.88388,54.4,10
798,6,106.3164,74.6,14.3
798,8,103.38349,49.9,15.9
798,9,63.7214,45.5,10.8
798,11,0,16.5,-3.2
798,12,0,17.2,-9.2
799,1,0,24.5,-8.6
799,2,0,21.6,-5.1
799,3,0,28.4,-1.5
799,7,116.66682,51.4,16.5
799,10,34.18054,17.7,6.5
799,4,30.8642,39.3,4.5
799,5,70.38835,57.6,9.7
799,6,103.34564,73.8,14
799,8,102.52317,51,15.8
799,9,64.12828,42,10.9
799,11,0,20.7,-1.7
799,12,0,24.3,-6.9
800,1,0,32.5,-7.3
800,2,0,25,-4.2
800,3,0,36.8,-1
800,7,119.24607,47.5,17.1
800,10,35.56613,23.4,7
800,4,30.46746,46.2,4.5
800,5,69.50012,67.6,9.9
800,6,102.59725,75.8,14.2
800,8,104.1886,51.2,16.4
800,9,65.21314,49.6,11.4
800,11,0,29.6,-1.1
800,12,0,32.9,-5.9
801,1,0,49,-7.3
801,2,0,37.3,-4.2
801,3,0,53.3,-1.4
801,7,115.01696,48.9,16.2
801,10,35.08073,33.2,6.5
801,4,27.77419,60.5,3.8
801,5,65.86487,81.8,9
801,6,97.91935,86.9,13.1
801,8,101.65773,55.6,15.6
801,9,64.69959,59.7,10.8
801,11,0,43.7,-1.2
801,12,0,47.5,-5.5
802,1,0,19.9,-7.9
802,2,0,14,-4.9
802,3,0,26.5,-1.7
802,7,116.17534,41.3,16.4
802,10,34.73565,19.1,6.4
802,4,25.85122,39.2,3.6
802,5,66.6085,69.7,9.2
802,6,99.35678,77.7,13.5
802,8,104.15305,50.1,16.2
802,9,64.79251,45.6,11
802,11,0,17.6,-1.7
802,12,0,22.3,-6.8
804,1,0,11.9,-15.8
804,2,0,9.2,-12.3
804,3,0,11.9,-5.3
804,7,123.68431,58,17.6
804,10,24.29638,10.9,4.7
804,4,27.56676,15.7,4.1
804,5,76.28183,33.6,10.8
804,6,112.05545,60,15.2
804,8,107.03786,39.5,16.6
804,9,62.45923,31.2,10.9
804,11,0,11.4,-5.9
804,12,0,11.4,-13.6
805,1,0,13.5,-14.6
805,2,0,10.9,-11.1
805,3,0,14.2,-4.7
805,7,128.3302,55.9,18.5
805,10,26.74979,12.5,5.5
805,4,28.70608,18.6,4.6
805,5,77.95096,34.5,11.4
805,6,114.80539,49.4,15.9
805,8,109.98143,37,17.4
805,9,64.415,30.2,11.6
805,11,0,11.3,-4.9
805,12,0,14.2,-12.3
806,1,0,15.4,-14.4
806,2,0,11.8,-10.4
806,3,0,13.9,-4.6
806,7,126.2681,51.9,18.2
806,10,26.89813,13.8,5.5
806,4,29.00654,19.6,4.5
806,5,76.40821,36.8,11.1
806,6,112.10624,63.2,15.7
806,8,109.90078,38.2,17.4
806,9,64.47132,38,11.5
806,11,0,13.9,-4.7
806,12,0,15.1,-12
809,1,0,14.3,-14.4
809,2,0,11,-11.2
809,3,0,14.5,-4.3
809,7,127.38921,52.2,18.5
809,10,25.91487,12.9,5.3
809,4,29.95826,17.7,4.8
809,5,77.87162,34.9,11.5
809,6,114.89738,57.4,15.9
809,8,109.86035,36,17.4
809,9,63.66247,34.7,11.5
809,11,0,12.9,-5.1
809,12,0,14.8,-12.8
811,1,0,12.4,-13
811,2,0,11.7,-10.7
811,3,0,13.1,-2.8
811,7,131.93522,45.4,19.3
811,10,27.57145,10.3,6
811,4,32.11769,17.2,5.5
811,5,80.23488,34.1,12.2
811,6,118.14113,56.3,16.8
811,8,113.60009,31.5,18.3
811,9,64.58527,30.8,12
811,11,0,8.8,-4.4
811,12,0,15.7,-12
812,1,0,17,-13.3
812,2,0,12.8,-8.9
812,3,0,17.7,-3.3
812,10,29.35999,15.2,6
812,4,30.32535,26.6,4.9
812,5,76.29722,40,11.3
812,6,112.61436,61.1,15.8
812,7,126.83009,40,18.4
812,8,109.60687,35.4,17.5
812,9,63.96894,38.3,11.5
812,11,0,15.2,-3.9
812,12,0,18.9,-10.7
814,1,0,15.9,-12.1
814,2,0,10.3,-9.1
814,3,0,13.7,-2.8
814,10,30.57928,14.7,6.8
814,4,34.37175,17.6,5.9
814,5,78.23082,40.6,11.9
814,6,115.49543,61.5,16.5
814,7,130.41713,45.2,19.1
814,8,113.33474,30.3,18.3
814,9,67.46505,49.7,12.5
814,11,0,17.1,-3.9
814,12,0,14.5,-10
815,1,0,14.6,-11.6
815,2,0,11.5,-8.7
815,3,0,14.2,-1.8
815,10,30.32515,12.5,6.8
815,4,33.98379,21.3,6
815,5,80.2162,38.5,12.4
815,6,117.68678,56.1,17.1
815,7,132.74506,42.7,19.7
815,8,115.52031,30.5,18.9
815,9,66.80183,34.2,12.6
815,11,0,11.3,-3.2
815,12,0,16.2,-10.3
818,1,0,18.1,-12
818,2,0,13.6,-7.8
818,3,0,20.7,-2.4
818,10,30.81237,16,6.4
818,4,31.87131,28.9,5.1
818,5,76.57499,42.5,11.4
818,6,112.54015,60,15.9
818,7,126.13033,39.3,18.3
818,8,109.01467,35,17.5
818,9,64.5232,39.6,11.6
818,11,0,16.6,-3.3
818,12,0,21.3,-9.8
821,1,0,15.7,-11.9
821,2,0,10.6,-8.4
821,3,0,13.5,-2.4
821,10,29.73364,17.4,6.4
821,4,30.75741,24.1,5.3
821,5,76.40427,39.6,11.5
821,6,112.38671,66.9,16.2
821,7,128.78999,42.4,19.2
821,8,113.01919,31.7,18.2
821,9,65.0418,31.3,12
821,11,0,12.6,-3.2
821,12,0,17.5,-9.8
823,1,0,18.8,-10.8
823,2,0,12.3,-6.4
823,3,0,20,-1.5
823,4,32.66362,31.4,5.4
823,5,76.59064,41,11.4
823,6,112.12611,60.7,16
823,7,125.77553,35.3,18.4
823,8,109.71056,36.8,17.6
823,9,64.66919,38.9,11.7
823,10,32.18231,15.2,6.8
823,11,0,13.8,-2.2
823,12,0,20.7,-8.7
828,1,0,20.4,-10.1
828,2,0,12.8,-6.3
828,3,0,20.4,-1.5
828,4,33.04333,31,5.7
828,5,75.943,44.5,11.6
828,6,112.12883,56.6,16.2
828,7,128.01317,33.6,19
828,8,113.13577,34.9,18.4
828,9,67.61193,37.5,12.5
828,10,32.78311,14.1,7.1
828,11,0,16.8,-1.8
828,12,0,20.2,-8
829,1,0,22.1,-9.8
829,2,0,14.3,-5.9
829,3,0,21.8,-1.2
829,4,33.18568,32.7,5.7
829,5,76.28154,42.3,11.6
829,6,111.51455,58.8,16.1
829,7,127.35067,34.2,18.7
829,8,111.51219,36.9,18.1
829,9,67.2248,38.5,12.4
829,10,33.53094,15,7.3
829,11,0,16.5,-1.4
829,12,0,22.6,-7.9
833,1,0,23.8,-12.9
833,2,0,15.9,-9.1
833,3,0,21.8,-3
833,4,26.69376,25.5,4.3
833,5,72.71389,42.2,10.9
833,6,109.84386,53.2,15.7
833,7,128.59416,36,18.8
833,8,112.09209,32.5,18.1
833,9,64.75788,31.7,11.6
833,10,23.99696,12.3,4.8
833,11,0,14.6,-4.4
833,12,0,19.1,-10.8
836,1,0,22.4,-8.3
836,2,0,12.8,-4.6
836,3,0,25.3,-1.1
836,4,32.3366,36,5.5
836,5,72.96534,46.6,11.2
836,6,107.2756,67.2,15.6
836,7,127.51135,32.6,19
836,8,113.83671,40.2,18.7
836,9,68.3238,39.1,12.7
836,10,34.92043,17,7.7
836,11,0,14.4,-0.6
836,12,0,22.1,-5.9
837,1,0,19.9,-11.3
837,2,0,14.4,-7.6
837,3,0,17.1,-2
837,4,31.99627,27.6,5.5
837,5,75.53707,45.1,11.5
837,6,112.02786,63.2,16.2
837,7,128.84336,43.1,19.2
837,8,113.2386,33.4,18.4
837,9,66.13395,33.4,12.2
837,10,31.25211,18.3,6.8
837,11,0,15,-2.7
837,12,0,20.2,-9.1
838,1,0,24.7,-12.8
838,2,0,18,-9
838,3,0,22.9,-3.2
838,4,26.30752,26.7,4
838,5,72.09642,46.2,10.5
838,6,108.79449,59,15.3
838,7,125.39358,41.6,18.2
838,8,109.41492,33.2,17.4
838,9,63.32191,34.4,11.1
838,10,24.64915,14.9,4.8
838,11,0,16.3,-4.2
838,12,0,22.3,-10.6
1016,1,0,22.2,-9.6
1016,2,0,22.9,-6.2
1016,3,0,30.2,-2.9
1016,4,22.56976,46,2.3
1016,5,63.02749,66.3,7.2
1016,6,94.13486,83.8,11.1
1016,7,108.00596,74.5,13.6
1016,8,94.67982,62.6,13.1
1016,9,59.86194,52.1,8.6
1016,10,30.01893,27.4,4.5
1016,11,0,23.3,-3.3
1016,12,0,25.1,-8.1
1017,1,0,84.8,-6.5
1017,2,0,61.4,-2.4
1017,3,7.59472,50.4,1.4
1017,4,38.4677,51.3,6.2
1017,5,72.56294,71.3,10.6
1017,6,102.86768,84.3,14.5
1017,7,122.50477,53.5,17.7
1017,8,108.66071,51,17.3
1017,9,67.83244,52.2,12.1
1017,10,30.06413,51.3,6.1
1017,11,0,86.5,-0.4
1017,12,0,96.5,-5.2
1018,1,0,46.7,-8.1
1018,2,0,38.9,-5
1018,3,0,46.3,-1.9
1018,4,26.58454,62.4,3.4
1018,5,65.0115,74,8.5
1018,6,98.49811,83.8,12.9
1018,7,111.04687,52.3,15.3
1018,8,100.20097,56.3,15
1018,9,63.89159,55.2,10.4
1018,10,33.15912,34,5.8
1018,11,0,40.5,-1.8
1018,12,0,43.5,-6.4
1019,1,0,77.7,-7.9
1019,2,0,64.2,-5
1019,3,0,67.1,-2.2
1019,4,25.80005,82,3.2
1019,5,62.95646,84.6,7.9
1019,6,94.60409,86,12.1
1019,7,109.65784,47.9,14.9
1019,8,97.40324,53.9,14.4
1019,9,62.94081,66.7,10
1019,10,33.70648,50,5.6
1019,11,0,63.4,-1.6
1019,12,0,71.4,-6
9593,1,0,24.74271845,-13.88349515
9593,2,0,18.26893204,-10.05631068
9593,3,0.073735146,21.90194175,-4.530097087
9593,4,27.45880204,25.74660194,3.770873786
9593,5,75.67358175,47.88252427,10.10873786
9593,6,109.6279489,76.3038835,14.22815534
9593,7,121.231513,73.05728155,16.43786408
9593,8,103.4602081,57.41650485,15.49805825
9593,9,61.39414961,44.45533981,10.16699029
9593,10,26.02852204,20.55631068,4.766990291
9593,11,0,20.92135922,-5.265048544
9593,12,0,23.88640777,-11.80970874
9609,1,0,24.74271845,-13.88349515
9609,2,0,18.26893204,-10.05631068
9609,3,0.073735146,21.90194175,-4.530097087
9609,4,27.45880204,25.74660194,3.770873786
9609,5,75.67358175,47.88252427,10.10873786
9609,6,109.6279489,76.3038835,14.22815534
9609,7,121.231513,73.05728155,16.43786408
9609,8,103.4602081,57.41650485,15.49805825
9609,9,61.39414961,44.45533981,10.16699029
9609,10,26.02852204,20.55631068,4.766990291
9609,11,0,20.92135922,-5.265048544
9609,12,0,23.88640777,-11.80970874
9687,1,0,24.74271845,-13.88349515
9687,2,0,18.26893204,-10.05631068
9687,3,0.073735146,21.90194175,-4.530097087
9687,4,27.45880204,25.74660194,3.770873786
9687,5,75.67358175,47.88252427,10.10873786
9687,6,109.6279489,76.3038835,14.22815534
9687,7,121.231513,73.05728155,16.43786408
9687,8,103.4602081,57.41650485,15.49805825
9687,9,61.39414961,44.45533981,10.16699029
9687,10,26.02852204,20.55631068,4.766990291
9687,11,0,20.92135922,-5.265048544
9687,12,0,23.88640777,-11.80970874
9787,1,0,24.74271845,-13.88349515
9787,2,0,18.26893204,-10.05631068
9787,3,21.90194175,0.073735146,-4.530097087
9787,4,25.74660194,27.45880204,3.770873786
9787,5,47.88252427,75.67358175,10.10873786
9787,6,76.3038835,109.6279489,14.22815534
9787,7,73.05728155,121.231513,16.43786408
9787,8,57.41650485,103.4602081,15.49805825
9787,9,44.45533981,61.39414961,10.16699029
9787,10,20.55631068,26.02852204,4.766990291
9787,11,20.92135922,0,-5.265048544
9787,12,23.88640777,0,-11.80970874
584,1,0,27.1,-18.6
584,2,0,23.6,-14.2
584,3,0,21.7,-7.4
584,4,23.00837,18.6,2.4
584,5,75.30328,42.3,8.6
584,6,110.97164,70.9,12.7
584,7,120.86191,81.2,14.7
584,8,99.02625,59.2,13.5
584,9,57.73191,38.6,8.4
584,10,17.44802,31.6,2.5
584,11,0,24.4,-9.2
584,12,0,25.5,-16.3
9607,1,0,24.74271845,-13.88349515
9607,2,0,18.26893204,-10.05631068
9607,3,0.073735146,21.90194175,-4.530097087
9607,4,27.45880204,25.74660194,3.770873786
9607,5,75.67358175,47.88252427,10.10873786
9607,6,109.6279489,76.3038835,14.22815534
9607,7,121.231513,73.05728155,16.43786408
9607,8,103.4602081,57.41650485,15.49805825
9607,9,61.39414961,44.45533981,10.16699029
9607,10,26.02852204,20.55631068,4.766990291
9607,11,0,20.92135922,-5.265048544
9607,12,0,23.88640777,-11.80970874
244,1,0,22.2,-21.7
244,2,0,16.7,-17
244,3,0,18.1,-9.5
244,5,78.55822,44.5,9.4
244,4,17.35716,19.3,1.9
244,6,123.65987,63.8,14.5
244,7,133.08404,75.9,16.4
244,8,104.53567,61.6,14.5
244,9,57.03091,42,8.7
244,10,8.73694,28.2,1.2
244,11,0,25.5,-12.3
244,12,0,20.2,-19.6
252,1,0,21.8,-22
252,2,0,16.2,-16.5
252,3,0,17.2,-8.8
252,5,79.04863,47.8,9.6
252,4,18.80308,20.2,2.2
252,6,124.41949,64.6,14.8
252,7,133.87097,83.1,16.7
252,8,106.22416,63.3,14.9
252,9,56.68462,43.1,8.8
252,10,7.02191,30.8,1
252,11,0,21.5,-13.3
252,12,0,18.7,-20.3
581,1,0,30.9,-16.9
581,2,0,26.5,-12.8
581,3,0,26.5,-6.6
581,4,23.81378,22.3,2.6
581,5,76.31128,44.9,9.1
581,6,114.11052,69.3,13.3
581,7,123.93211,67.5,15.3
581,8,100.86867,62.3,14
581,9,57.77086,47.7,8.8
581,10,19.54054,33.7,3.1
581,11,0,28.7,-8.2
581,12,0,30.2,-14.7
583,1,0,27.1,-18.6
583,2,0,23.6,-14.2
583,3,0,21.7,-7.4
583,4,23.00837,18.6,2.4
583,5,75.30328,42.3,8.6
583,6,110.97164,70.9,12.7
583,7,120.86191,81.2,14.7
583,8,99.02625,59.2,13.5
583,9,57.73191,38.6,8.4
583,10,17.44802,31.6,2.5
583,11,0,24.4,-9.2
583,12,0,25.5,-16.3
585,1,0,31.5,-13.5
585,2,0,25.9,-10
585,3,0,30,-4.7
585,4,26.29594,20.4,3.2
585,5,75.02261,49.6,9.2
585,6,112.27073,72.6,13.5
585,7,122.64121,79.5,15.5
585,8,103.10643,59.7,14.6
585,9,61.51097,50.1,9.7
585,10,24.92114,24,4.4
585,11,0,31.2,-5.8
585,12,0,30.8,-11.3
591,1,0,28.9,-15.9
591,2,0,23.4,-12
591,3,0,24.6,-5.9
591,4,24.79266,17.6,2.9
591,5,76.18205,43.1,9.2
591,6,111.25727,69.3,13.3
591,7,120.55989,75.8,15.2
591,8,100.37537,58,14
591,9,59.67773,43.5,9.1
591,10,21.27328,23.9,3.4
591,11,0,26.9,-7.5
591,12,0,27.8,-13.9
610,1,0,35.3,-13.8
610,2,0,24.8,-9.8
610,3,0,25.5,-4.3
610,4,32.39766,22.6,3.9
610,5,76.74073,52.4,9.6
610,6,106.7934,93.4,13
610,7,116.98199,96,15
610,8,99.0312,80.7,14.1
610,9,59.69344,54.4,9.4
610,10,26.35155,28.6,4.5
610,11,0,30,-5.7
610,12,0,32.6,-12.1
618,1,0,33.3,-14.2
618,2,0,23.9,-10.4
618,3,0,24.9,-4.7
618,4,29.77308,21.4,3.6
618,5,75.99233,40.2,9.5
618,6,109.06763,78.1,13.4
618,7,118.82894,77.1,15.3
618,8,98.68352,63,14.1
618,9,59.97212,48.8,9.4
618,10,24.93747,28.3,4.2
618,11,0,27.7,-6.2
618,12,0,31.4,-12.5
940,1,0,138.8,-4
940,2,0,98.7,-1
940,3,16.13573,72.1,2.9
940,4,42.46996,61.2,6.5
940,5,77.54377,47.1,10.6
940,6,107.20295,43.1,13.9
940,7,120.75309,46.3,16.3
940,8,106.34305,57,16.1
940,9,70.40142,90.9,12.4
940,10,34.10829,173.8,7.1
940,11,5.37109,159.1,1.3
940,12,0,148.8,-2.7
943,1,7.90032,168.9,1.9
943,2,0,121.2,3.2
943,3,24.41031,115.6,4.2
943,4,39.44078,102.1,5.9
943,5,63.7541,77.7,8.6
943,6,89.01989,73.9,11.5
943,7,102.65694,64.1,13.8
943,8,95.96885,79.5,14.5
943,9,71.8788,128.1,12.4
943,10,42.42309,216.8,8.6
943,11,20.212,191.2,4.7
943,12,10.40246,178.8,2.8
944,1,0,155,-4.1
944,2,0,110.9,-1
944,3,15.23092,77,2.7
944,4,41.30924,64.5,6.3
944,5,76.07772,47.9,10.4
944,6,105.76629,43.5,13.9
944,7,119.6092,47.3,16.3
944,8,105.80136,57.5,16.1
944,9,70.23284,94.3,12.3
944,10,33.81671,181.7,7
944,11,4.70879,168,1.1
944,12,0,160.3,-2.9
948,1,4.89176,269,1.3
948,2,0,197.8,3.3
948,3,25.63798,164.4,5.1
948,4,46.29058,124.9,7.8
948,5,73.83481,93.6,11.1
948,6,98.11549,87.1,13.9
948,7,109.68833,68.9,16
948,8,99.25948,79.9,16
948,9,70.88406,139.7,13.1
948,10,40.61614,270.8,8.9
948,11,17.11505,267.7,4.5
948,12,6.30749,269.9,1.9
950,1,1.58411,228.5,0.6
950,2,0,178.9,2.9
950,3,24.9579,148.2,5.7
950,4,46.68662,107.7,8.6
950,5,75.81177,78.7,12.3
950,6,104.5686,63.7,15.8
950,7,120.50776,50.3,18.3
950,8,110.85957,50.6,18.6
950,9,76.38073,90.8,14.8
950,10,41.58893,174.9,9.9
950,11,14.64068,236.4,4.4
950,12,3.47293,243.8,1.3
951,1,6.78302,275.4,2.2
951,2,0,234.4,3.7
951,3,26.12119,201,5.8
951,4,45.26047,141.8,8.3
951,5,72.78071,108.3,11.7
951,6,99.69507,85.7,15
951,7,114.11697,69.1,17.4
951,8,104.74151,70.9,17.6
951,9,74.91039,118.7,14.5
951,10,42.77867,245.6,10
951,11,18.62889,311.8,5.3
951,12,8.47491,311.3,2.9
955,1,6.98203,280.8,2.1
955,2,0,234.2,3.7
955,3,25.4537,202.8,5.3
955,4,43.70032,114.9,7.8
955,5,71.14077,77.9,11.3
955,6,97.15645,63.6,14.4
955,7,110.60199,43.6,16.6
955,8,102.29894,51.7,16.9
955,9,73.00858,88.8,13.8
955,10,41.70924,232.3,9.3
955,11,18.56223,315,5
955,12,8.12955,318,2.5
956,1,8.98216,173.8,2.8
956,2,0,132.7,4.3
956,3,26.72172,110.8,5.8
956,4,44.75399,62.1,8.2
956,5,71.96329,46.2,11.6
956,6,98.13084,37.7,14.7
956,7,111.03506,26.8,16.9
956,8,101.49793,31.2,17
956,9,72.18833,50.3,13.9
956,10,41.43363,118.9,9.5
956,11,19.77688,190.5,5.5
956,12,10.33496,203,3.3
957,1,10.20766,145.7,3.2
957,2,0,112.7,4.7
957,3,27.8372,94.5,6.1
957,4,45.44764,59.1,8.5
957,5,72.46174,48.1,11.8
957,6,97.37196,41.3,14.7
957,7,110.04705,31.5,16.9
957,8,100.58003,35.1,17
957,9,73.18564,52.8,14.1
957,10,42.42234,110.6,9.9
957,11,20.82053,164.7,5.9
957,12,11.15333,169.7,3.7
958,1,10.28423,171.3,3.4
958,2,0,143.8,4.7
958,3,27.3158,124.4,6.2
958,4,45.11722,83.2,8.6
958,5,73.25216,75.2,12.1
958,6,99.60772,59.3,15.2
958,7,113.16104,51.3,17.5
958,8,103.9332,50,17.6
958,9,74.63211,79.2,14.6
958,10,42.93639,152.8,10.3
958,11,20.70325,203.4,6.2
958,12,11.16995,200.4,4
959,1,6.92494,215.8,2.4
959,2,0,176.2,4.6
959,3,28.05859,152.2,6.3
959,4,47.04455,117.3,8.9
959,5,74.30578,89.2,12.3
959,6,99.13416,72.9,15.2
959,7,113.0206,56.1,17.4
959,8,103.96408,58.5,17.6
959,9,75.69753,92.3,14.8
959,10,43.72534,168.5,10.4
959,11,19.71417,234.8,5.9
959,12,8.5868,246.5,3.1
960,1,4.34773,198.5,1.7
960,2,0,147.9,4.5
960,3,28.83827,135.4,6.7
960,4,47.32971,107.7,9.2
960,5,77.29852,92.8,12.9
960,6,102.81196,82.6,15.8
960,7,116.08061,61.8,18
960,8,106.46946,50.9,18.1
960,9,76.93011,96.1,15.2
960,10,43.29484,148.3,10.4
960,11,17.593,198.7,5.3
960,12,5.7317,213.9,2.2
969,1,0,49.4,-12.8
969,2,0,38,-8.6
969,3,0,36.5,-3.6
969,4,27.74733,27.6,3.5
969,5,72.83308,50.9,9
969,6,108.52856,75,13.3
969,7,119.32149,76.7,15.3
969,8,101.30201,64.9,14.5
969,9,61.88264,61.7,9.7
969,10,25.37172,40.9,4.3
969,11,0,45.3,-4.9
969,12,0,48.7,-10.4
971,1,0,56.6,-9
971,2,0,29.4,-4.8
971,3,0,22.6,-0.4
971,4,34.72031,17.9,4.4
971,5,72.41802,32.9,9
971,6,102.47649,41.8,12.5
971,7,115.48322,45.2,14.9
971,8,100.54465,42.1,14.4
971,9,62.65277,51.3,9.8
971,10,27.44856,59.4,4.7
971,11,0,52,-2.5
971,12,0,47.3,-8
972,1,0,52.2,-10.7
972,2,0,30.1,-6.9
972,3,0,25.7,-1.6
972,4,30.35861,17,3.8
972,5,70.98543,33.3,8.7
972,6,101.47119,46.2,12.3
972,7,115.10935,49.2,14.9
972,8,100.40167,42.4,14.4
972,9,62.77221,45.9,9.8
972,10,27.84153,46.6,4.6
972,11,0,47.5,-3.1
972,12,0,49.4,-9.2
974,1,0,56.1,-10.2
974,2,0,33.1,-6.5
974,3,0,31.6,-1
974,4,32.63477,22.2,4.4
974,5,72.24109,39.9,9.3
974,6,102.20263,57.5,12.9
974,7,115.85577,62.8,15.5
974,8,101.22237,51,15
974,9,63.92833,48.3,10.4
974,10,28.70391,44,5.1
974,11,0,49.5,-2.8
974,12,0,57.6,-8.7
975,1,0,147.5,-5
975,2,0,94.6,-2
975,3,12.68824,70.9,2
975,4,41.08167,54.6,6.3
975,5,75.06018,50.8,10.4
975,6,102.34085,55.7,13.6
975,7,115.35708,58.9,16
975,8,102.70798,54.5,15.8
975,9,68.01912,87.3,11.8
975,10,34.65265,139.8,6.9
975,11,2.1091,135.3,0.4
975,12,0,136.1,-4.1
976,1,0,43.9,-7.8
976,2,0,26,-3.8
976,3,4.86515,29.7,0.8
976,4,38.66933,30,5.8
976,5,74.53024,49.9,10.3
976,6,104.89714,71.9,13.9
976,7,117.06229,68.7,16.3
976,8,103.29648,56.8,15.9
976,9,66.49569,49.8,11.4
976,10,30.6367,46.2,5.9
976,11,0,42.8,-1
976,12,0,46.9,-6.5
977,1,0,49.8,-6.7
977,2,0,31.9,-3
977,3,4.02033,22.9,0.4
977,4,34.74564,18.2,4.5
977,5,68.21926,23.3,8.5
977,6,95.7951,26.7,11.9
977,7,108.24446,35.8,14.2
977,8,98.31235,28.5,14.3
977,9,64.65146,29.3,10.2
977,10,32.41832,56.5,5.5
977,11,0,57.8,-1.4
977,12,0,54.6,-6.3
978,1,0,57.7,-7
978,2,0,31,-2.8
978,3,9.06279,24.1,1.7
978,4,41.06972,24.4,6.6
978,5,76.18033,35.9,11
978,6,107.53984,47.5,14.8
978,7,121.30196,50.2,17.3
978,8,107.15174,43.2,17
978,9,68.76486,38.3,12.4
978,10,32.30775,42.3,6.7
978,11,0,48,-0.3
978,12,0,54.4,-5.8
979,1,0,86.4,-2.3
979,2,0,48.3,1.3
979,3,20.01328,29,5.2
979,4,47.15145,22.7,9.5
979,5,82.73877,22.9,13.8
979,6,121.60894,25.7,18.3
979,7,138.70372,27.3,20.9
979,8,125.39117,24.7,20.9
979,9,77.8006,29,15.6
979,10,38.43314,54.6,9.9
979,11,9.49249,75.8,3.5
979,12,0,70,-1
980,1,0,55.8,-11.2
980,2,0,34.3,-7.3
980,3,0,29.5,-2.2
980,4,27.33108,20,3.2
980,5,68.19651,37.3,8.1
980,6,102.63241,48.6,12.1
980,7,115.86764,47.6,14.6
980,8,99.8501,44.2,14
980,9,62.17078,45.3,9.4
980,10,26.58251,44.7,4.3
980,11,0,50.8,-3.2
980,12,0,52.6,-8.9
981,1,0,92.8,-12.8
981,2,0,66.2,-6.4
981,3,0,53.4,-2.1
981,4,28.92392,36.9,3.8
981,5,70.493,58.4,8.8
981,6,106.05212,74.4,13
981,7,117.5957,64,15.3
981,8,102.15327,65.3,14.9
981,9,63.02585,79.8,10
981,10,26.6338,85.9,4.6
981,11,0,88,-3.5
981,12,0,92,-9.3
982,1,0,60.7,-10.7
982,2,0,36.7,-6.2
982,3,0,33.1,-1.4
982,4,32.04614,24.6,4.2
982,5,71.88107,43.7,9.1
982,6,104.29999,57.8,13
982,7,116.87709,56.7,15.3
982,8,100.63813,52.9,14.7
982,9,62.2528,51.7,9.9
982,10,27.35472,51.8,4.7
982,11,0,51.3,-3.2
982,12,0,58,-8.9
984,1,0,62.9,-6.6
984,2,0,38.8,-3.1
984,3,5.26964,32.4,0.6
984,4,35.94635,18.9,5
984,5,69.7097,22.5,9.2
984,6,98.75736,25.2,12.8
984,7,111.51715,32.4,15.2
984,8,100.90789,26.2,15.2
984,9,65.77322,29.3,10.8
984,10,32.37453,53.9,5.9
984,11,0,63.3,-0.7
984,12,0,65.8,-5.5
985,1,0,114.3,-8.3
985,2,0,78.4,-4.1
985,3,0.8688,66,0.1
985,4,34.25685,49.8,5
985,5,74.57617,53.8,10.3
985,6,107.00138,71.2,14.2
985,7,119.02866,70.6,16.5
985,8,104.14467,68.4,15.9
985,9,64.3452,73.2,10.9
985,10,27.44057,85.2,5.2
985,11,0,103.5,-1.5
985,12,0,117,-6.7
986,1,0,81.6,-10.9
986,2,0,52.4,-5.2
986,3,0,43.2,-0.8
986,4,32.94349,32.2,4.6
986,5,72.48017,51.1,9.5
986,6,104.64062,69.7,13.4
986,7,117.29479,61.8,15.7
986,8,102.42312,59.3,15.3
986,9,64.30867,68.3,10.5
986,10,28.36625,69.2,5.2
986,11,0,70.1,-2.7
986,12,0,80,-8.3
987,1,0,49.7,-7.7
987,2,0,30.1,-4.1
987,3,1.78265,40.7,0.4
987,4,37.01428,38,5.2
987,5,72.89488,60.3,9.7
987,6,102.96772,91.5,13.3
