ECODISTRIC,month,pe,precip,temp
546,6,114.47157,79.7,17.8
546,7,131.90901,85.4,20.7
546,8,113.4824,94.2,19.4
546,9,75.07081,94,14.6
546,10,36.03251,77.4,8.4
546,11,6.08811,89.7,1.9
546,12,0,93.3,-6.7
547,1,0,58.4,-9.9
547,2,0,57.4,-8.5
547,5,76.87665,70.1,12.8
547,3,0,58.2,-2.1
547,4,30.72993,67.1,6
547,6,114.83226,69.6,17.9
547,7,131.96346,78.8,20.7
547,8,113.2556,81.6,19.3
547,9,75.70975,82.7,14.7
547,10,36.35502,74.2,8.4
547,11,6.39497,79.2,1.9
547,12,0,80.6,-6.4
549,1,0,64.5,-8.7
549,2,0,57.2,-7.5
549,5,76.36419,71.3,12.9
549,3,0,59.3,-1.3
549,4,31.8459,69.9,6.3
549,6,113.97781,69.1,18
549,7,132.6732,72.4,21
549,8,113.67463,81.5,19.6
549,9,77.71551,84.9,15.2
549,10,38.28627,75.8,9
549,11,8.65959,88.6,2.6
549,12,0,81.8,-5.3
550,1,0,77.5,-8
550,2,0,51.4,-7.9
550,5,61.33629,64.3,9.5
550,3,0,57.6,-2.9
550,4,23.73214,62.4,4
550,6,96.40823,67.3,14.3
550,7,119.15091,60.4,18.2
550,8,108.06068,80.9,17.9
550,9,76.74421,92.4,14.1
550,10,41.34418,79.5,8.6
550,11,12.08368,84.8,2.8
550,12,0,92.5,-4.1
551,1,0,97.6,-7.4
551,2,0,68.2,-7
551,5,69.87627,70.3,11.4
551,3,0,63.9,-2.1
551,4,27.72635,61.8,5.2
551,6,105.9408,77.5,16.4
551,7,124.98786,76.2,19.6
551,8,110.59966,92.3,18.8
551,9,77.61466,96.9,14.8
551,10,39.21641,85.2,8.7
551,11,10.03901,94.3,2.7
551,12,0,107.1,-4.1
552,1,0,67.5,-9
552,2,0,61.4,-7.7
552,5,74.56726,77.1,12.4
552,3,0,67.4,-2
552,4,30.22825,64.7,5.7
552,6,110.5157,75.7,17.2
552,7,128.75152,69.2,20.2
552,8,111.82256,84,19.1
552,9,75.72477,80.7,14.6
552,10,36.10093,75,8.3
552,11,7.52883,87.2,2.2
552,12,0,87.3,-5.3
553,1,0,62.2,-7.4
553,2,0,57.5,-6.5
553,5,72.51216,74,12.1
553,3,0,65.9,-1.3
553,4,30.77655,67,5.9
553,6,108.25716,73.8,16.9
553,7,127.56595,67.2,20.1
553,8,112.68078,82.5,19.2
553,9,77.36943,79.1,15
553,10,38.01029,73.9,8.7
553,11,10.10403,84.5,2.9
553,12,0,81.6,-4.1
554,1,0,54.7,-8.9
554,2,0,56.4,-7.6
554,5,75.78606,73.4,12.5
554,3,0,64.8,-1.9
554,4,31.61026,63.6,6
554,6,110.31528,74.6,17.1
554,7,128.12595,71.7,20.2
554,8,110.7187,81.6,18.9
554,9,74.07684,73.8,14.3
554,10,34.52871,71.2,7.9
554,11,7.46972,82.2,2.1
554,12,0,79.4,-5.4
555,1,0,77.7,-7.3
555,2,0,67.7,-6.5
555,5,71.03865,76.6,12.1
555,3,0,69.4,-1
555,4,29.86285,76,6
555,6,107.67324,72.9,17
555,7,130.07012,61.2,20.6
555,8,116.48766,72.7,20
555,9,80.39586,86.5,15.8
555,10,40.64585,77.7,9.5
555,11,12.33003,96.3,3.6
555,12,0,98.2,-3.5
556,1,0,78.8,-8.9
556,2,0,65.9,-8.3
556,5,70.11028,74.8,11.1
556,3,0,76.4,-3.2
556,4,25.11495,69.2,4.3
556,6,104.85438,80.5,15.8
556,7,119.76121,77.4,18.5
556,8,105.43522,97.7,17.6
556,9,73.65486,89.5,13.7
556,10,36.26859,84.2,7.6
556,11,6.00905,93.4,1.5
556,12,0,91.6,-5.4
557,1,0,105.3,-6.9
557,2,0,74.3,-6.7
557,5,72.20675,76,12
557,3,0,70.2,-1.5
557,4,30.32022,71.8,5.7
557,6,109.02846,78.4,17
557,7,124.1868,77.1,19.6
557,8,109.09744,93.7,18.7
557,9,77.44386,101.4,14.9
557,10,39.60183,90.8,8.9
557,11,10.92438,100.1,3
557,12,0,113.6,-3.5
558,1,0,91.7,-7.8
558,2,0,68.7,-7.4
558,5,71.49777,78.9,11.7
558,3,0,68,-2.2
558,4,28.17386,69.1,5.2
558,6,107.41714,82.4,16.6
558,7,123.71294,76.4,19.4
558,8,108.38069,99.4,18.4
558,9,76.14754,99.2,14.5
558,10,38.55213,88.6,8.5
558,11,9.20495,97.6,2.4
558,12,0,103.6,-4.4
559,1,0,50.6,-7.2
559,2,0,48.1,-6.3
559,5,74.66369,70.6,12.7
559,3,0,56.6,-1
559,4,31.30621,59.7,6.2
559,6,112.61279,78.2,17.7
559,7,130.85832,72.8,20.7
559,8,114.04687,95.2,19.6
559,9,77.69732,73,15.3
559,10,38.14684,64.3,8.9
559,11,9.56184,74.2,2.8
559,12,0,69.8,-4
560,1,0,59.4,-7.4
560,2,0,56.5,-6.8
560,5,73.6202,74.9,12.3
560,3,0,68.3,-1.6
560,4,29.99432,72.2,5.8
560,6,109.85867,79.5,17.3
560,7,126.73406,81.1,20.1
560,8,110.88465,95.9,19
560,9,76.58601,88,14.8
560,10,37.48725,72.8,8.5
560,11,9.2519,83.2,2.6
560,12,0,80.2,-4.1
561,1,0,56.5,-6.8
561,2,0,50.8,-5.8
561,5,72.06464,73.1,12.1
561,3,0,63.3,-0.8
561,4,30.49732,68.3,5.9
561,6,108.74885,74.2,17.1
561,7,127.09148,70.4,20.1
561,8,112.63468,86.6,19.3
561,9,77.92649,75.6,15.1
561,10,38.52057,69.1,8.9
561,11,11.73003,81.2,3.3
561,12,0,77.9,-3.3
562,1,0,52.6,-6.9
562,2,0,49.1,-6.1
562,5,74.30491,68.2,12.4
562,3,0,59.9,-1
562,4,30.29644,63.7,6
562,6,110.90828,72.1,17.5
562,7,128.68125,74.1,20.5
562,8,113.16385,88,19.5
562,9,77.75293,76.8,15.2
562,10,37.87273,66.6,8.8
562,11,10.54515,75.8,3.1
562,12,0,71.8,-3.5
563,1,0,50.3,-5.6
563,2,0,47.8,-4.9
563,5,72.9699,68.9,12.7
563,3,0,59,0
563,4,31.13379,64.5,6.5
563,6,112.47394,69.4,18
563,7,132.87384,71,21.3
563,8,117.51362,79.3,20.4
563,9,81.30817,72.8,16.1
563,10,41.04057,64.9,9.8
563,11,13.64262,72.3,4.1
563,12,0,72.3,-2.5
564,1,0,56,-5.7
564,2,0,53.3,-5
564,5,72.93386,71.5,12.6
564,3,0,68.3,0
564,4,31.74256,69.9,6.5
564,6,112.1655,76.6,17.9
564,7,130.68117,73.6,21
564,8,115.64374,87.2,20.1
564,9,80.76655,84,15.9
564,10,40.73546,68.9,9.7
564,11,13.71769,77.7,4
564,12,0,79.1,-2.4
565,1,0,57.8,-5.8
565,2,0,53.5,-5
565,5,73.81954,74.7,12.9
565,3,1.07352,70.6,0.4
565,4,32.40769,79.4,6.8
565,6,112.31257,86.2,18.1
565,7,129.15675,79.6,20.8
565,8,114.4106,93.7,20
565,9,82.07104,88.8,16.2
565,10,42.37582,66.1,10
565,11,13.77814,88.1,4.1
565,12,0,85.4,-2.3
566,1,0,57.8,-4.5
566,2,0,55.8,-3.7
566,5,72.36254,70,13
566,3,2.86723,66.2,0.9
566,4,32.62579,71.3,7.1
566,6,115.09427,79.9,18.7
566,7,136.03951,63.1,21.9
566,8,120.08513,81.7,21
566,9,84.32241,87.7,16.9
566,10,42.82935,64.4,10.6
566,11,15.83404,74.8,5
566,12,0,80.3,-1
567,1,0,71.2,-6.4
567,2,0,59.5,-5.8
567,5,74.67463,75,12.9
567,3,0,74.5,-0.3
567,4,32.47127,78.8,6.6
567,6,112.76452,83.4,18
567,7,129.06258,76.1,20.6
567,8,112.99907,93.2,19.7
567,9,79.78038,88.8,15.7
567,10,39.80529,77.1,9.3
567,11,11.57619,92.7,3.4
567,12,0,95.9,-3.2
568,1,0,67.3,-6
568,2,0,60.3,-5.2
568,5,74.68429,75.2,13
568,3,0.13006,82.4,0.1
568,4,32.84673,85.4,6.7
568,6,113.48142,81.5,18.2
568,7,128.83304,78,20.8
568,8,113.1678,92,19.7
568,9,79.93848,91.4,15.8
568,10,40.64693,78.6,9.6
568,11,13.26361,94,3.9
568,12,0,97.7,-2.6
569,1,0,62.7,-5.2
569,2,0,57.6,-4.7
569,5,69.4922,74.1,12.2
569,3,0.41911,73.2,0.2
569,4,28.9773,74.8,6.1
569,6,109.73143,83.5,17.7
569,7,130.04248,69.3,20.9
569,8,117.0991,85.9,20.4
569,9,83.2556,90.3,16.5
569,10,44.04004,74.1,10.4
569,11,16.04868,87.2,4.7
569,12,0,88.1,-1.5
570,1,0,51.7,-5.4
570,2,0,53.1,-4.5
570,5,77.71855,71.5,13.9
570,3,3.14129,69.4,1
570,4,34.0707,77.5,7.4
570,6,116.86945,86.5,19
570,7,133.92418,78.5,21.7
570,8,118.38884,81.9,20.8
570,9,84.22494,82.7,16.9
570,10,42.4065,57.1,10.5
570,11,13.72954,78.6,4.4
570,12,0,79,-2.1
571,1,0,69.4,-5.8
571,2,0,64.2,-4.9
571,5,69.60355,73.3,12.3
571,3,0.90054,88.3,0.4
571,4,28.34471,87.6,6
571,6,110.47623,77.3,17.8
571,7,129.06052,69.4,20.9
571,8,116.26439,90.1,20.3
571,9,84.0049,92.4,16.6
571,10,44.47491,75.5,10.5
571,11,16.41471,98.8,4.8
571,12,0,87.2,-1.2
572,1,0,50.8,-5
572,2,0,47.6,-3.9
572,5,75.80813,81,14
572,3,4.06267,71.6,1.5
572,4,32.82136,81.5,7.5
572,6,118.89555,87.5,19.6
572,7,138.66657,83.3,22.6
572,8,122.4087,83.3,21.6
572,9,87.96762,83.5,17.9
572,10,46.12486,57.2,11.5
572,11,14.94164,80.8,5.1
572,12,0,82.9,-1.4
374,1,0,29.9,-17.7
374,2,0,21.8,-14.1
374,3,0,31.6,-6.2
374,4,20.28662,39.4,3.3
374,5,74.32749,62.2,11
374,6,112.65673,103.3,16.1
374,7,131.0395,90.1,19.2
374,8,109.1604,82.5,17.6
374,9,64.94889,74.7,11.8
374,10,25.78754,51.6,5.3
374,11,0,36.4,-4.3
374,12,0,29.1,-14.3
402,1,0,53.3,-17.8
402,2,0,41.8,-15.8
402,3,0,53,-8.7
402,4,6.55271,49.3,0.8
402,5,65.30772,73.1,8.7
402,6,103.99107,96.1,14
402,7,120.33589,100.1,17
402,8,100.44021,99.5,15.3
402,9,63.03837,103.9,10.3
402,10,25.66902,79.1,4.4
402,11,0,68.6,-3.7
402,12,0,62,-14.1
534,1,0,94.9,-8.4
534,2,0,77.5,-8.1
534,5,58.26811,89,8.9
534,3,0,82.4,-3.4
534,4,13.61644,83.4,2.2
534,6,100.65457,85.3,14.7
534,7,123.93806,87.9,18.6
534,8,110.56058,83.9,18.1
534,9,74.06449,88.6,13.5
534,10,38.67717,102.2,7.9
534,11,10.35661,110.4,2.4
534,12,0,113.8,-4.6
535,1,0,93.2,-7.8
535,2,0,71.7,-7.6
535,5,59.51836,88.6,9.1
535,3,0,76.6,-3
535,4,16.01361,77.4,2.6
535,6,100.20999,82.3,14.7
535,7,123.25899,79.8,18.6
535,8,110.91572,86.9,18.1
535,9,74.68214,82.5,13.6
535,10,39.2777,99.8,8.1
535,11,11.02391,101.7,2.6
535,12,0,108,-4.4
536,1,0,93.2,-6.8
536,2,0,70.1,-7.3
536,5,55.03163,87.3,8.2
536,3,0,78,-3
536,4,13.66746,83.9,2.2
536,6,96.7765,80.7,14.1
536,7,121.99835,74.9,18.4
536,8,110.39201,93.3,18.1
536,9,75.44038,97.1,13.7
536,10,40.94118,118.2,8.4
536,11,14.05598,129.2,3.3
536,12,0,127.1,-3.2
537,1,0,96.6,-7.5
537,2,0,78.7,-7.6
537,5,59.69829,91.9,9.1
537,3,0,81.2,-3.1
537,4,16.53972,85.5,2.7
537,6,100.05105,84.8,14.7
537,7,123.12062,78.3,18.6
537,8,110.80724,85.5,18.1
537,9,74.58971,88.2,13.7
537,10,39.44,112.1,8.2
537,11,12.03008,116,2.9
537,12,0,120.3,-4
538,1,0,86.5,-7
538,2,0,68.8,-7.4
538,5,57.15251,87.2,8.7
538,3,0,73.4,-2.5
538,4,14.79334,87.8,2.4
538,6,99.60938,87.2,14.7
538,7,122.63872,81.3,18.6
538,8,110.43978,95.6,18.2
538,9,74.90162,97.1,13.8
538,10,40.94195,116.7,8.6
538,11,13.35173,128.3,3.2
538,12,0,128.1,-3.1
401,1,0,53.3,-17.8
401,2,0,41.8,-15.8
401,5,65.30772,73.1,8.7
401,3,0,53,-8.7
401,4,6.55271,49.3,0.8
401,6,103.99107,96.1,14
401,7,120.33589,100.1,17
401,8,100.44021,99.5,15.3
401,9,63.03837,103.9,10.3
401,10,25.66902,79.1,4.4
401,11,0,68.6,-3.7
401,12,0,62,-14.1
408,1,0,57.8,-16.2
408,2,0,47.8,-14.3
408,5,68.75337,74.7,9.9
408,3,0,59.3,-7.3
408,4,13.87522,59.7,1.9
408,6,105.15778,94.6,14.8
408,7,122.05613,91.2,17.9
408,8,103.18413,97.6,16.4
408,9,65.226,99.1,11.3
408,10,27.85018,83.6,5.3
408,11,0,72.9,-2.5
408,12,0,63.3,-12.3
415,1,0,65,-16.9
415,2,0,53.5,-15.1
415,5,62.48865,80.4,8.4
415,3,0,56.5,-7.8
415,4,8.42721,55,1
415,6,105.40998,87.3,14.3
415,7,119.51015,115,17
415,8,100.75711,104.1,15.5
415,9,63.30722,100,10.5
415,10,25.8327,73.9,4.5
415,11,0,76.9,-3.1
415,12,0,80.4,-13.2
418,1,0,76.8,-13.8
418,2,0,65.5,-12.1
418,5,67.4362,100.5,9.7
418,3,0,74.3,-5.4
418,4,16.45741,75,2.4
418,6,107.09044,108,15.2
418,7,122.12889,115.1,17.9
418,8,103.53472,113.5,16.4
418,9,65.76353,111.5,11.5
418,10,29.14308,95.2,5.6
418,11,0,97.6,-1.4
418,12,0,94.5,-10.3
419,1,0,60.6,-14.8
419,2,0,54.3,-12.9
419,5,68.19172,78.7,10.1
419,3,0,59.3,-5.3
419,4,18.34934,56.2,2.9
419,6,110.14666,90.8,15.9
419,7,124.06983,114.1,18.4
419,8,106.01598,103.5,17.1
419,9,67.1616,98,12.1
419,10,29.74546,77.4,5.9
419,11,0,78.7,-1.5
419,12,0,80.8,-11.3
421,1,0,59.8,-14.4
421,2,0,55.2,-13
421,5,69.19044,87.5,10.1
421,3,0,59.3,-5.6
421,4,18.04296,62.4,2.7
421,6,106.77108,99.6,15.2
421,7,120.54221,110.3,17.7
421,8,102.4859,104.8,16.3
421,9,66.00144,101.1,11.5
421,10,28.9457,86.4,5.5
421,11,0,86,-1.5
421,12,0,77.7,-11
422,1,0,59.8,-14.4
422,2,0,55.2,-13
422,5,69.19044,87.5,10.1
422,3,0,59.3,-5.6
422,4,18.04296,62.4,2.7
422,6,106.77108,99.6,15.2
422,7,120.54221,110.3,17.7
422,8,102.4859,104.8,16.3
422,9,66.00144,101.1,11.5
422,10,28.9457,86.4,5.5
422,11,0,86,-1.5
422,12,0,77.7,-11
423,1,0,58.8,-13.5
423,2,0,51.8,-11.8
423,5,71.40415,76.1,10.9
423,3,0,60.2,-4.8
423,4,21.87267,63.8,3.6
423,6,108.36349,93,15.9
423,7,125.07101,91.2,18.8
423,8,106.27533,92.2,17.4
423,9,69.09864,92.4,12.6
423,10,31.46272,81.1,6.5
423,11,0,78.3,-0.7
423,12,0,73.1,-9.7
424,1,0,65.8,-14.1
424,2,0,56.6,-12.2
424,5,69.84661,85.5,10.5
424,3,0,65.1,-5
424,4,19.5033,65.4,3.1
424,6,109.5939,98.8,16
424,7,123.87992,100.9,18.5
424,8,105.50936,101.8,17.2
424,9,67.47019,95.3,12.1
424,10,29.96599,84.4,6
424,11,0,85.5,-1.1
424,12,0,85,-10.4
425,1,0,66.1,-12.9
425,2,0,60.2,-11.3
425,5,72.68642,83.2,11.2
425,3,0,65.7,-4.2
425,4,24.30488,69.3,4.1
425,6,109.24998,96.9,16.2
425,7,124.72684,93.8,18.9
425,8,106.69655,98,17.5
425,9,69.04425,91.2,12.7
425,10,31.30062,85.8,6.5
425,11,0,89,-0.3
425,12,0,85.1,-9.4
426,1,0,68.3,-13
426,2,0,61.2,-11.3
426,5,72.06702,87.4,11
426,3,0,68.7,-4.6
426,4,22.03276,70.7,3.6
426,6,108.78027,102.9,16
426,7,123.47016,97,18.6
426,8,105.30561,100.9,17.2
426,9,68.21705,98.9,12.4
426,10,30.30529,87.5,6.2
426,11,0,93.1,-0.7
426,12,0,90.5,-9.5
438,1,0,73.2,-14.6
438,2,0,53.9,-13
438,5,59.76497,87.9,8
438,3,0,61.4,-6.2
438,4,9.80649,63.6,1.2
438,6,105.04125,89.2,14.2
438,7,121.7334,93.6,17.3
438,8,102.8173,92.7,15.8
438,9,64.10267,95,10.6
438,10,27.01655,85.1,4.7
438,11,0,84.7,-1.9
438,12,0,86,-10.9
440,1,0,71.2,-15.5
440,2,0,54.3,-13.7
440,5,63.15593,85.7,8.8
440,3,0,60.4,-6.5
440,4,12.33259,64.4,1.7
440,6,107.90593,96.4,14.8
440,7,123.76332,110.9,17.8
440,8,103.99623,102,16.2
440,9,64.44805,107.9,11
440,10,26.77301,89.8,4.9
440,11,0,85.6,-2.1
440,12,0,83.3,-11.6
441,1,0,60.6,-16.7
441,2,0,50.2,-15
441,5,65.91616,80.1,9.2
441,3,0,50.8,-7.3
441,4,13.17974,52.1,1.8
441,6,108.26345,87.5,15.1
441,7,122.87461,117.6,17.7
441,8,103.28062,104.6,16.2
441,9,64.41298,102.9,11
441,10,27.08481,79.1,5
441,11,0,74.6,-2.4
441,12,0,77.7,-12.8
478,1,0,86.5,-11.4
478,2,0,61.5,-10.6
478,5,56.85011,86,7.4
478,3,0,78,-5.2
478,4,8.59679,74.7,1
478,6,99.14382,85.7,13.2
478,7,119.08075,97.9,16.7
478,8,103.0351,102.7,15.7
478,9,66.30872,88.9,11
478,10,31.02774,105.3,5.4
478,11,0,93.1,-0.4
478,12,0,102.5,-7.9
479,1,0,75.3,-12.8
479,2,0,63,-11.4
479,5,61.98251,86.3,8.6
479,3,0,73.9,-5.3
479,4,12.53177,68.3,1.7
479,6,105.31651,82,14.6
479,7,121.14397,92.7,17.4
479,8,102.76632,98.8,16
479,9,64.75499,96,11
479,10,29.3669,89.9,5.4
479,11,0,86.3,-1.1
479,12,0,96.6,-9.3
481,1,0,73.1,-13.8
481,2,0,61.6,-12.3
481,5,61.76016,84.2,8.3
481,3,0,74,-6.1
481,4,9.06389,64.6,1.1
481,6,104.60048,85.1,14.3
481,7,120.59616,105.6,17.2
481,8,101.54106,103.5,15.7
481,9,63.30178,95.8,10.5
481,10,26.16584,91.4,4.6
481,11,0,87.1,-2.1
481,12,0,92.4,-10.4
482,1,0,73.6,-12.4
482,2,0,60.9,-10.8
482,5,67.92253,91.4,10
482,3,0,74.7,-4.8
482,4,17.7379,69.9,2.7
482,6,106.9086,99.6,15.4
482,7,121.70018,104.5,18.1
482,8,103.74321,123.1,16.7
482,9,67.02664,104.9,11.9
482,10,30.55824,86.3,6
482,11,0,89.6,-0.9
482,12,0,92.4,-9.1
483,1,0,79.1,-11
483,2,0,67.3,-9.7
483,5,72.59427,96.2,11.4
483,3,0,77.9,-3.3
483,4,24.6026,79.8,4.2
483,6,109.33164,105.6,16.3
483,7,124.24091,112.9,19
483,8,106.43383,128.5,17.7
483,9,70.27671,99,13
483,10,33.69621,92.7,7.1
483,11,2.1394,101.4,0.5
483,12,0,102.4,-7.5
484,1,0,79.3,-12.2
484,2,0,60.7,-10.8
484,5,60.09517,88,8.2
484,3,0,72.4,-5
484,4,10.84047,70.6,1.4
484,6,102.32903,88.9,14.1
484,7,120.71105,102.7,17.4
484,8,104.18115,107.8,16.3
484,9,65.9227,95.7,11.2
484,10,29.99957,100.9,5.5
484,11,0,90.8,-0.9
484,12,0,97,-8.9
487,1,0,70.9,-13.6
487,2,0,58.5,-12
487,5,65.30436,82.1,9.3
487,3,0,65.6,-5.4
487,4,15.25848,66.8,2.1
487,6,106.13512,85.3,14.9
487,7,120.7886,104.4,17.6
487,8,103.2119,103.4,16.3
487,9,65.57528,93.3,11.3
487,10,29.39894,85,5.6
487,11,0,86.6,-1.2
487,12,0,88.3,-9.7
539,1,0,99.6,-6.3
539,2,0,75.2,-7.9
539,5,43.75397,64.3,5.7
539,3,0,83.8,-4
539,4,1.58511,74.6,0.2
539,6,87.01395,61.8,11.8
539,7,114.6855,61.9,16.4
539,8,107.88274,74.8,16.9
539,9,74.79642,76,12.8
539,10,40.93021,94.7,7.7
539,11,14.48403,101.9,2.9
539,12,0,118.6,-2.5
540,1,0,73.7,-12
540,2,0,62.3,-10.3
540,5,72.46316,92.3,11.4
540,3,0,72.3,-3.9
540,4,23.40274,72.7,4.1
540,6,111.66357,96.3,16.7
540,7,127.65356,104.1,19.5
540,8,108.92434,113.1,18.1
540,9,70.18422,105,13.1
540,10,32.9636,90.1,7.1
540,11,0.61685,96,0.2
540,12,0,94.6,-8.4
541,1,0,68.4,-10.6
541,2,0,60,-9.1
541,5,77.01543,80.6,12.7
541,3,0,69.5,-2.6
541,4,28.64609,74.9,5.5
541,6,115.76659,89.1,17.8
541,7,132.76475,91.5,20.6
541,8,112.87043,102.7,19.2
541,9,73.89609,92.4,14.3
541,10,35.19745,82.2,8.1
541,11,4.57772,93.7,1.4
541,12,0,89.5,-7.1
543,1,0,63.3,-11.5
543,2,0,57.4,-9.8
543,5,75.82885,76.2,12.4
543,3,0,65.5,-3
543,4,28.16609,72.7,5.3
543,6,113.76878,88.4,17.4
543,7,129.85017,89,20.1
543,8,111.01425,93.7,18.8
543,9,72.89432,89.3,14
543,10,34.69377,79.5,7.8
543,11,3.56885,87.4,1.1
543,12,0,85.4,-7.6
546,1,0,65.9,-10.1
546,2,0,65.8,-8.7
546,5,77.17482,73.8,12.9
546,3,0,66.5,-2.4
546,4,30.37322,74.2,5.9
546,6,114.47157,79.7,17.8
546,7,131.90901,85.4,20.7
546,8,113.4824,94.2,19.4
546,9,75.07081,94,14.6
546,10,36.03251,77.4,8.4
546,11,6.08811,89.7,1.9
546,12,0,93.3,-6.7
548,1,0,69,-9.9
548,2,0,67.9,-8.5
548,5,77.67563,74.3,12.9
548,3,0,70.4,-2.3
548,4,29.9938,71.7,5.9
548,6,114.68112,75.8,17.8
548,7,132.14265,77.5,20.7
548,8,113.69847,90.1,19.5
548,9,75.24482,93.9,14.6
548,10,35.71535,75.1,8.3
548,11,6.41542,86.9,2
548,12,0,92.2,-6.5
431,1,0,68.3,-13
431,2,0,61.2,-11.3
431,3,0,68.7,-4.6
431,4,22.03276,70.7,3.6
431,5,72.06702,87.4,11
431,6,108.78027,102.9,16
431,7,123.47016,97,18.6
431,8,105.30561,100.9,17.2
431,9,68.21705,98.9,12.4
431,10,30.30529,87.5,6.2
431,11,0,93.1,-0.7
431,12,0,90.5,-9.5
439,1,0,73.2,-14.6
439,2,0,53.9,-13
439,3,0,61.4,-6.2
439,4,9.80649,63.6,1.2
439,5,59.76497,87.9,8
439,6,105.04125,89.2,14.2
439,7,121.7334,93.6,17.3
439,8,102.8173,92.7,15.8
439,9,64.10267,95,10.6
439,10,27.01655,85.1,4.7
439,11,0,84.7,-1.9
439,12,0,86,-10.9
358,1,0,22.5,-22.5
358,2,0,19,-18.4
358,3,0,20.8,-10.9
358,5,68.04342,42.1,8.6
358,4,1.26087,22.5,0.2
358,6,115.29166,67.8,14.5
358,7,131.7423,77.5,17.5
358,8,108.48355,64.9,15.9
358,9,57.17085,61.3,9.1
358,10,15.89933,36.5,2.6
358,11,0,29.1,-8.9
358,12,0,26.9,-19.2
640,1,0,16.4,-21.8
640,2,0,16.6,-18.1
640,3,0,23.4,-11.2
640,4,0,17.6,-0.1
640,5,66.47512,34.2,7.7
640,6,113.02065,55.5,13.4
640,7,126.02673,91,16
640,8,103.85056,57.6,14.5
640,9,55.5687,50.7,8.2
640,10,11.64599,29.8,1.6
640,11,0,24.5,-10.2
640,12,0,18.4,-19.5
647,1,0,20.1,-18
647,2,0,14,-14.3
647,3,0,18.9,-7.5
647,4,22.23466,19.3,2.9
647,5,76.7227,35.2,9.9
647,6,113.34812,61.4,14.3
647,7,124.70022,81.7,16.5
647,8,103.63422,61.8,15.2
647,9,58.9698,49.1,9.5
647,10,22.34256,23.1,3.9
647,11,0,20.4,-7.2
647,12,0,18.5,-15.7
653,1,0,22.7,-18.3
653,2,0,14.3,-14.1
653,3,0,18.4,-7
653,4,18.01543,21.7,2.3
653,5,74.95322,38.4,9.7
653,6,113.53027,64.4,14.4
653,7,124.86711,79.8,16.5
653,8,104.44149,63.3,15.3
653,9,60.31059,47.7,9.9
653,10,22.11055,19.7,3.9
653,11,0,19.7,-7
653,12,0,20.7,-15.6
657,1,0,22.6,-18.2
657,2,0,15.9,-14
657,3,0,20,-6.8
657,4,19.11765,22.3,2.5
657,5,75.14431,40.6,9.9
657,6,113.4049,64.5,14.5
657,7,124.10784,82.8,16.6
657,8,104.30781,62.8,15.4
657,9,60.70498,46.6,10
657,10,22.67365,19.6,4.1
657,11,0,20.8,-6.9
657,12,0,21.9,-15.5
658,1,0,20.3,-19.6
658,2,0,17.5,-15.4
658,3,0,22.4,-8.2
658,4,15.74105,23.7,1.9
658,5,76.02262,42.1,10
658,6,114.20848,70.8,14.7
658,7,126.53614,78.1,17
658,8,105.40029,59.2,15.7
658,9,59.88255,49.5,9.9
658,10,19.25333,27,3.3
658,11,0,22.9,-7.9
658,12,0,24.8,-16.8
660,1,0,18.9,-17.8
660,2,0,15.2,-13.7
660,3,0,20.2,-6.3
660,4,21.84298,21.5,3
660,5,76.81263,37.6,10.4
660,6,113.55732,62.8,14.8
660,7,123.34932,78.4,16.7
660,8,104.39245,57.9,15.6
660,9,61.71123,43,10.3
660,10,24.58959,16.8,4.6
660,11,0,18.7,-6.7
660,12,0,20,-15.1
661,1,0,21,-19.3
661,2,0,15.2,-15.2
661,3,0,22.1,-8.2
661,4,16.2853,24.5,1.9
661,5,73.8596,41.1,9.6
661,6,112.44291,66.5,14.4
661,7,125.37585,78.5,16.8
661,8,103.93789,58.7,15.4
661,9,58.78125,47,9.5
661,10,19.56108,21.7,3.3
661,11,0,20.9,-7.4
661,12,0,23.7,-16.5
669,1,0,16.3,-21.5
669,2,0,15.6,-17.5
669,3,0,19.2,-10.4
669,4,8.14195,23.4,1
669,5,74.05755,38.1,9.6
669,6,114.42465,68.4,14.8
669,7,126.67532,69,17.1
669,8,106.23674,62.7,15.8
669,9,58.6505,58.2,9.5
669,10,18.51736,35.3,3.2
669,11,0,24,-8
669,12,0,22.5,-18.1
672,1,0,15.5,-20.9
672,2,0,16.1,-17.1
672,3,0,22.7,-9.9
672,4,10.17745,26.4,1.2
672,5,73.68767,38.8,9.7
672,6,114.38256,69.7,14.9
672,7,126.66613,68.9,17.2
672,8,106.21294,63.7,15.9
672,9,59.16202,59.3,9.7
672,10,19.5235,33.7,3.4
672,11,0,24,-7.8
672,12,0,21.8,-17.7
680,1,0,20.4,-16.9
680,2,0,14.3,-13.3
680,3,0,19.5,-6.7
680,4,25.61307,23,3.4
680,5,78.04744,44.1,10.2
680,6,112.30133,75.1,14.3
680,7,122.6892,83,16.3
680,8,102.38842,66.7,15.1
680,9,58.12141,46,9.4
680,10,22.91963,16.6,4.1
680,11,0,18.4,-6.9
680,12,0,22.2,-14.9
682,1,0,20.1,-18
682,2,0,12.9,-14.1
682,3,0,18.3,-7.1
682,4,22.19572,20.6,2.9
682,5,76.7529,36.9,10.1
682,6,112.62567,69.1,14.5
682,7,123.69284,74.4,16.6
682,8,103.65562,62.2,15.3
682,9,59.86103,46.5,9.8
682,10,23.15172,17,4.2
682,11,0,17.1,-7
