"","ECODISTRIC","Province_ID","Texture","DeltaSOC_avg"
"743",820,"SK","fine",-0.090219484
"744",820,"SK","medium",-0.013919804
"745",821,"AB","coarse",0.0328409822
"746",821,"AB","fine",-0.049194501
"747",821,"AB","medium",0.027950677
"748",821,"SK","coarse",0.034738999
"749",821,"SK","medium",-0.004355992
"750",822,"SK","coarse",0.0849451126
"751",822,"SK","fine",0.00544657300000001
"752",822,"SK","medium",0.066656701
"753",823,"AB","coarse",0.022299344
"754",823,"AB","medium",-0.0301850658
"755",824,"SK","coarse",0.020116596
"756",824,"SK","fine",-0.068201408
"757",824,"SK","medium",0.0135604844
"758",825,"SK","medium",-0.013190739
"759",826,"SK","coarse",0.0313333754
"760",826,"SK","fine",-0.049457032
"761",826,"SK","medium",0.00451108800000001
"762",827,"SK","coarse",0.014457989
"763",827,"SK","fine",-0.139130128
"764",827,"SK","medium",0.0067377226
"765",828,"AB","coarse",0.0143482174
"766",828,"AB","medium",-0.039247972
"767",829,"AB","coarse",0.0085681512
"768",829,"AB","medium",-0.0527155
"769",830,"SK","coarse",0.072944251
"770",830,"SK","fine",0.050574498
"771",830,"SK","medium",0.092587377
"772",831,"SK","coarse",0.089919682
"773",831,"SK","fine",0.110654398
"774",831,"SK","medium",0.137240978
"775",832,"SK","coarse",-0.003682173
"776",832,"SK","fine",-0.073096224
"777",832,"SK","medium",0.0071772652
"778",833,"AB","coarse",0.041841013
"779",833,"AB","fine",0.010830531
"780",833,"AB","medium",0.028277351
"781",833,"SK","fine",0.017789552
"782",833,"SK","medium",-0.0196249224
"783",834,"SK","fine",-0.0066363538
"784",834,"SK","medium",-0.042445811
"785",835,"SK","fine",-0.015343071
"786",835,"SK","medium",-0.029392638
"787",836,"AB","medium",0.07537926
"788",837,"AB","medium",0.074199151
"789",837,"SK","fine",-0.023168342
"790",837,"SK","medium",0.024984907
"791",838,"AB","coarse",-0.058392407
"792",838,"AB","medium",0.018980877
"793",838,"SK","fine",-0.081983483
"794",838,"SK","medium",-0.022513654
"795",839,"MB","coarse",0.311428415
"796",839,"MB","fine",0.341986933
"797",839,"MB","medium",0.3005935612
"798",840,"MB","coarse",0.319022628
"799",840,"MB","fine",0.29101999
"800",840,"MB","medium",0.301974228
"801",841,"MB","coarse",0.225427103
"802",841,"MB","medium",0.2060206484
"803",843,"MB","coarse",0.2219231942
"804",843,"MB","medium",0.285709088
"805",844,"MB","coarse",0.23081278
"806",844,"MB","fine",0.267871638
"807",844,"MB","medium",0.30680877
"808",846,"MB","medium",0.169347243
"809",847,"MB","fine",0.145244543
"810",847,"MB","medium",0.150483646
"811",848,"MB","coarse",0.198706057
"812",848,"MB","medium",0.1385217166
"813",849,"MB","coarse",0.2445186868
"814",849,"MB","fine",0.13321526
"815",849,"MB","medium",0.174765436
"816",850,"MB","coarse",0.158694531
"817",850,"MB","medium",0.333186149
"818",851,"MB","fine",0.191032562
"819",851,"MB","medium",0.189039172
"820",852,"MB","coarse",0.1558568674
"821",852,"MB","fine",0.263878191
"822",852,"MB","medium",0.2154810214
"823",853,"MB","fine",0.159405585
"824",853,"MB","medium",0.254534346
"825",854,"MB","coarse",0.170405792
"826",854,"MB","medium",0.163342948
"827",855,"MB","medium",0.19474445
"828",940,"BC","coarse",-0.00287658500000001
"829",940,"BC","medium",-0.085060722
"830",943,"BC","medium",0.107781394
"831",944,"BC","coarse",0.000640032
"832",944,"BC","fine",-0.061307635
"833",944,"BC","medium",0.0245042446
"834",950,"BC","coarse",0.041310661
"835",950,"BC","medium",0.010152347
"836",955,"BC","coarse",0.11432874
"837",955,"BC","fine",0.254888575
"838",955,"BC","medium",0.169029638
"839",956,"BC","coarse",0.071943629
"840",956,"BC","fine",0.135318178
"841",956,"BC","medium",-0.150666239
"842",957,"BC","coarse",0.028448392
"843",957,"BC","medium",-2.59599999999999e-05
"844",958,"BC","coarse",0.2310436606
"845",958,"BC","medium",0.331624439
"846",959,"BC","coarse",-0.0066174464
"847",959,"BC","fine",-0.035918648
"848",959,"BC","medium",-0.029645694
"849",959,"BC","na",-0.082812722
"850",960,"BC","coarse",0.1104494766
"851",962,"BC","medium",0.0231296
"852",969,"BC","medium",0.126572261
"853",971,"BC","coarse",-0.13012294
"854",971,"BC","medium",-0.084317035
"855",972,"BC","coarse",-0.0881786726
"856",972,"BC","fine",-0.217724505
"857",972,"BC","medium",-0.19155343
"858",974,"BC","coarse",0.03582976
"859",974,"BC","fine",0.03000923
"860",974,"BC","medium",0.08884031
"861",975,"BC","coarse",-0.114377308
"862",976,"BC","coarse",-0.04267957
"863",976,"BC","medium",-0.061282433
"864",977,"BC","coarse",-0.0839410986
"865",977,"BC","medium",-0.0596006708
"866",978,"BC","coarse",-0.073238232
"867",978,"BC","medium",-0.061524471
"868",979,"BC","coarse",-0.0373400694
"869",979,"BC","medium",-0.196407676
"870",980,"BC","coarse",-0.128160923
"871",980,"BC","fine",-0.232347972
"872",980,"BC","medium",-0.004249291
"873",981,"BC","coarse",0.232414002
"874",981,"BC","fine",0.107556548
"875",981,"BC","medium",0.163209959
"876",982,"BC","coarse",-0.053276843
"877",982,"BC","fine",-0.1940503
"878",982,"BC","medium",-0.1586541446
"879",987,"BC","coarse",-5.12280000000018e-05
"880",987,"BC","medium",0.008254994
"881",988,"BC","coarse",-0.105077951
"882",988,"BC","medium",0.022483329
"883",990,"BC","coarse",0.00190052
"884",990,"BC","medium",-0.025265272
"885",991,"BC","coarse",-0.0234146818
"886",991,"BC","fine",-0.20618201
"887",991,"BC","medium",-0.182003848
"888",992,"BC","coarse",-0.0736809192
"889",992,"BC","medium",-0.227897266
"890",995,"BC","coarse",0.067921097
"891",995,"BC","medium",0.15370088
"892",1001,"BC","coarse",0.0753836702
"893",1001,"BC","medium",-0.0177054994
"894",1002,"BC","coarse",0.1030623146
"895",1002,"BC","medium",0.0648298562
"896",1003,"BC","coarse",0.1674804352
"897",1004,"BC","coarse",-0.0245601348
"898",1004,"BC","fine",-0.2038045112
"899",1004,"BC","medium",-0.177002002
"900",1005,"BC","coarse",0.0035215522
"901",1005,"BC","medium",0.0050109618
"902",1006,"BC","coarse",0.000921703599999995
"903",1006,"BC","medium",0.0525869838
"904",1007,"BC","coarse",0.0235710788
"905",1007,"BC","fine",-0.012663952
"906",1007,"BC","medium",-0.1443397746
"907",1008,"BC","coarse",-0.0774384444
"908",1008,"BC","fine",-0.0295783444
"909",1008,"BC","medium",-0.0141959328
"910",1009,"BC","coarse",0.1415069464
"911",1009,"BC","medium",0.1190917616
"912",1010,"BC","coarse",0.0319270936
"913",1010,"BC","medium",0.032371542
"914",1011,"BC","coarse",0.041743085
"915",1011,"BC","medium",0.072857598
"916",1012,"BC","coarse",-0.0481263372
"917",1012,"BC","medium",0.017006582
"918",1013,"BC","coarse",-0.022688007
"919",1013,"BC","fine",-0.284761616
"920",1013,"BC","medium",-0.071899823
"921",1015,"BC","coarse",0.217394223
"922",1015,"BC","medium",0.0988701208
"923",1016,"AB","coarse",-0.00513331
"924",1016,"AB","medium",0.1530671712
"925",1017,"BC","coarse",0.197696542
"926",1017,"BC","medium",0.074325469
"927",1018,"AB","coarse",0.0488467332
"928",1018,"AB","fine",0.22982952
"929",1018,"AB","medium",0.1197443526
"930",9593,"AB","fine",0.065260437
"931",9593,"AB","medium",-0.004494745
"932",9607,"AB","fine",-0.256241889
"933",9609,"AB","coarse",0.015376906
"934",9609,"AB","fine",-0.056206066
"935",9609,"AB","medium",0.013761763
"936",9687,"AB","coarse",0.020883402
"937",9687,"AB","medium",0.068339373
"938",9787,"AB","medium",-0.038054897
